ID;DNI;Ideconomico;Ingresos;GastosMensuales;Balance
3215;32849119;3314;730;336;394
3216;33264836;3315;1002;431;571
3217;43339510;3316;586;258;328
3218;32839707;3317;681;341;340
3219;32844273;3318;1347;553;794
3220;73447913;3319;746;306;440
3221;32961304;3320;1028;443;585
3222;46121912;3321;961;414;547
3223;43595697;3322;729;358;371
3224;32951089;3323;693;319;374
3225;32845930;3324;1012;456;556
3226;32952896;3325;1471;648;823
3227;32823500;3326;1271;496;775
3228;76302100;3327;1131;498;633
3229;46467299;3328;756;356;400
3230;48597455;3329;1436;733;703
3231;8440626;3330;687;275;412
3232;46457552;3331;1204;482;722
3233;13005477;3332;638;307;331
3234;44887986;3333;1109;488;621
3235;43377737;3334;916;440;476
3236;44236685;3335;1404;604;800
3237;48725096;3336;936;422;514
3238;76389155;3337;511;241;270
3239;46285027;3338;605;309;296
3240;32129598;3339;695;313;382
3241;18861069;3340;1099;550;549
3242;32976240;3341;1084;467;617
3243;32798495;3342;1273;637;636
3244;41581351;3343;1177;542;635
3245;32867640;3344;1042;428;614
3246;32808046;3345;865;424;441
3247;32911092;3346;577;277;300
3248;32907054;3347;601;295;306
3249;32964782;3348;1395;684;711
3250;32948818;3349;529;239;290
3251;4919102;3350;959;394;565
3252;32854553;3351;961;404;557
3253;47580254;3352;1249;600;649
3254;46185321;3353;1245;598;647
3255;32980051;3354;1018;438;580
3256;8258404;3355;501;231;270
3257;33260281;3356;646;259;387
3258;32961348;3357;518;254;264
3259;38937971;3358;630;303;327
3260;32918706;3359;1134;556;578
3261;41570134;3360;1141;445;696
3262;41921802;3361;641;263;378
3263;32857418;3362;1390;695;695
3264;32904517;3363;913;375;538
3265;32843410;3364;1095;493;602
3266;42158798;3365;844;372;472
3267;32840763;3366;730;314;416
3268;19181884;3367;852;358;494
3269;91040471;3368;1479;622;857
3270;32918677;3369;708;319;389
3271;32813140;3370;536;263;273
3272;32816673;3371;1092;459;633
3273;32850034;3372;966;493;473
3274;32816523;3373;1209;496;713
3275;41982393;3374;505;253;252
3276;32981932;3375;997;459;538
3277;32918942;3376;1412;706;706
3278;32836692;3377;1132;510;622
3279;32792155;3378;626;288;338
3280;42475014;3379;955;373;582
3281;32919965;3380;659;310;349
3282;32983485;3381;1233;605;628
3283;42772008;3382;1287;657;630
3284;32783674;3383;1109;488;621
3285;32868971;3384;1071;482;589
3286;41049686;3385;1173;470;703
3287;32836742;3386;533;219;314
3288;63311138;3387;1315;513;802
3289;32873168;3388;506;233;273
3290;32798045;3389;1186;593;593
3291;32961016;3390;897;449;448
3292;26935191;3391;1404;562;842
3293;32973323;3392;698;287;411
3294;29728281;3393;609;256;353
3295;32788589;3394;1211;497;714
3296;10424243;3395;1267;545;722
3297;32834274;3396;1316;527;789
3298;32888366;3397;1466;646;820
3299;32926069;3398;600;258;342
3300;32962432;3399;517;207;310
3301;9850194;3400;1163;501;662
3302;32941306;3401;607;243;364
3303;15593260;3402;1184;498;686
3304;41699870;3403;500;200;300
3305;40901827;3404;580;256;324
3306;32967410;3405;1088;534;554
3307;24543489;3406;1305;601;704
3308;32921014;3407;1043;449;594
3309;32829154;3408;989;475;514
3310;32868930;3409;664;299;365
3311;32771106;3410;1006;443;563
3312;32763224;3411;685;322;363
3313;72711178;3412;1213;595;618
3314;32865919;3413;509;214;295
3315;32901212;3414;549;264;285
3316;32823556;3415;692;305;387
3317;16644952;3416;705;318;387
3318;32920511;3417;1043;532;511
3319;32841473;3418;1136;557;579
3320;32966379;3419;541;222;319
3321;40279450;3420;900;450;450
3322;32784688;3421;773;387;386
3323;41207136;3422;1273;561;712
3324;32865076;3423;815;326;489
3325;43359572;3424;1424;698;726
3326;5323638;3425;953;401;552
3327;32830204;3426;946;426;520
3328;32829344;3427;536;226;310
3329;32763855;3428;821;337;484
3330;70179525;3429;848;357;491
3331;32912952;3430;957;460;497
3332;46149427;3431;725;356;369
3333;32813210;3432;1270;610;660
3334;45354324;3433;837;386;451
3335;32738025;3434;500;230;270
3336;32735298;3435;660;317;343
3337;11648607;3436;1321;648;673
3338;92167991;3437;908;427;481
3339;32784418;3438;1153;589;564
3340;70176065;3439;1493;687;806
3341;42620155;3440;608;250;358
3342;70208993;3441;1149;495;654
3343;32972435;3442;1468;588;880
3344;18188719;3443;1241;596;645
3345;42066359;3444;1055;422;633
3346;40754030;3445;828;332;496
3347;32791475;3446;1200;600;600
3348;45794350;3447;955;392;563
3349;32822132;3448;661;272;389
3350;32930982;3449;945;435;510
3351;32866392;3450;680;266;414
3352;7602734;3451;1273;612;661
3353;87171369;3452;987;445;542
3354;80249800;3453;510;261;249
3355;32839219;3454;1437;575;862
3356;63279960;3455;1248;487;761
3357;32910441;3456;1096;527;569
3358;25560840;3457;1480;592;888
3359;32945739;3458;1351;581;770
3360;19234956;3459;884;354;530
3361;6437851;3460;1172;586;586
3362;32798234;3461;1206;603;603
3363;32859740;3462;1345;565;780
3364;6800092;3463;822;321;501
3365;32925982;3464;548;269;279
3366;32740664;3465;1212;497;715
3367;44154834;3466;1134;533;601
3368;32861282;3467;1314;644;670
3369;32974667;3468;1247;549;698
3370;9511283;3469;1232;604;628
3371;40508163;3470;1156;509;647
3372;32784830;3471;1218;512;706
3373;42230743;3472;755;333;422
3374;43625207;3473;912;365;547
3375;41585576;3474;804;394;410
3376;32840812;3475;1223;612;611
3377;32804028;3476;1173;540;633
3378;32966740;3477;545;213;332
3379;32948982;3478;806;412;394
3380;32842927;3479;704;310;394
3381;66257550;3480;502;216;286
3382;32769740;3481;1406;563;843
3383;40256415;3482;594;262;332
3384;32926944;3483;1078;453;625
3385;32948418;3484;1456;612;844
3386;32543123;3485;1234;617;617
3387;32936883;3486;1266;608;658
3388;43036273;3487;1381;594;787
3389;32865726;3488;646;298;348
3390;32841428;3489;842;363;479
3391;41153782;3490;1047;503;544
3392;32936146;3491;1392;641;751
3393;32948406;3492;1129;463;666
3394;19227128;3493;718;316;402
3395;41512331;3494;560;275;285
3396;80622539;3495;1171;492;679
3397;32891897;3496;1283;539;744
3398;32936205;3497;717;316;401
3399;40628881;3498;712;314;398
3400;32965414;3499;757;387;370
3401;32925057;3500;954;477;477
3402;32937925;3501;1330;532;798
3403;32948501;3502;1238;570;668
3404;32935165;3503;1464;645;819
3405;32935408;3504;1418;681;737
3406;32935804;3505;852;392;460
3407;42170189;3506;965;473;492
3408;75971200;3507;1025;441;584
3409;32911724;3508;1041;511;530
3410;32956414;3509;1375;660;715
3411;32815089;3510;1353;542;811
3412;32943950;3511;659;284;375
3413;16607776;3512;1406;661;745
3414;32763603;3513;628;264;364
3415;43613009;3514;1387;555;832
3416;32938843;3515;633;304;329
3417;32914342;3516;800;368;432
3418;32930075;3517;1102;441;661
3419;32976730;3518;1499;720;779
3420;32774499;3519;761;320;441
3421;32827899;3520;901;352;549
3422;32940901;3521;1006;443;563
3423;32826542;3522;919;359;560
3424;32932447;3523;1392;683;709
3425;43556208;3524;979;412;567
3426;42626758;3525;1339;603;736
3427;43821022;3526;1478;606;872
3428;32960387;3527;1089;534;555
3429;21117696;3528;634;254;380
3430;42181122;3529;1156;474;682
3431;32798894;3530;1392;627;765
3432;40369084;3531;762;305;457
3433;32956415;3532;961;491;470
3434;32964104;3533;1426;671;755
3435;8640374;3534;623;281;342
3436;32543101;3535;1459;657;802
3437;40444332;3536;907;427;480
3438;32847131;3537;832;350;482
3439;44968358;3538;1355;664;691
3440;17893944;3539;1031;403;628
3441;32962173;3540;918;414;504
3442;80249564;3541;815;326;489
3443;44356655;3542;1341;550;791
3444;32968900;3543;1007;434;573
3445;41524023;3544;1456;627;829
3446;22464509;3545;829;332;497
3447;45301160;3546;1222;575;647
3448;32823011;3547;912;411;501
3449;15610280;3548;1231;542;689
3450;32908017;3549;971;399;572
3451;32933375;3550;1065;469;596
3452;80249507;3551;1308;628;680
3453;32869502;3552;982;501;481
3454;32853316;3553;798;376;422
3455;80197623;3554;886;390;496
3456;42587414;3555;1269;521;748
3457;32940195;3556;1104;530;574
3458;32956667;3557;802;385;417
3459;32845918;3558;731;300;431
3460;32930279;3559;828;365;463
3461;32761042;3560;1312;565;747
3462;32910175;3561;517;228;289
3463;46317155;3562;759;312;447
3464;43088986;3563;1424;698;726
3465;43871476;3564;1435;560;875
3466;45102836;3565;714;293;421
3467;32733946;3566;860;379;481
3468;45972021;3567;817;344;473
3469;42847278;3568;1253;552;701
3470;48014302;3569;992;496;496
3471;32956081;3570;751;361;390
3472;42821201;3571;507;198;309
3473;48639631;3572;1095;537;558
3474;32944252;3573;1168;514;654
3475;47729366;3574;1409;663;746
3476;73376175;3575;520;250;270
3477;42751667;3576;1468;617;851
3478;32931306;3577;710;306;404
3479;32885836;3578;766;345;421
3480;42485218;3579;674;317;357
3481;32958689;3580;1212;485;727
3482;32739124;3581;555;278;277
3483;32839687;3582;1233;543;690
3484;32818844;3583;1337;589;748
3485;44606923;3584;683;281;402
3486;32801719;3585;1360;544;816
3487;32842335;3586;1224;478;746
3488;32395384;3587;805;347;458
3489;32791135;3588;1235;606;629
3490;32949302;3589;1461;702;759
3491;32866904;3590;665;273;392
3492;32797659;3591;870;427;443
3493;32899833;3592;972;448;524
3494;32808208;3593;953;420;533
3495;40244688;3594;997;489;508
3496;73079437;3595;518;265;253
3497;32807950;3596;1042;501;541
3498;32940926;3597;1473;708;765
3499;32807066;3598;1062;531;531
3500;32865066;3599;593;273;320
3501;32797708;3600;1326;557;769
3502;32124330;3601;1485;669;816
3503;40154385;3602;642;315;327
3504;32814476;3603;1223;526;697
3505;32765421;3604;1367;657;710
3506;44549373;3605;1114;502;612
3507;32988398;3606;504;207;297
3508;32979760;3607;1303;535;768
3509;32958521;3608;1313;513;800
3510;32846679;3609;566;227;339
3511;2698005;3610;1040;437;603
3512;83865678;3611;580;227;353
3513;80180706;3612;1464;586;878
3514;80180807;3613;574;265;309
3515;21970965;3614;1405;562;843
3516;32797709;3615;1457;671;786
3517;32911900;3616;1415;637;778
3518;93521008;3617;765;314;451
3519;21574282;3618;1333;667;666
3520;32953161;3619;764;352;412
3521;45649268;3620;1116;436;680
3522;32983989;3621;536;268;268
3523;32739469;3622;1033;476;557
3524;32937377;3623;870;348;522
3525;32965141;3624;836;335;501
3526;42663419;3625;636;325;311
3527;32910119;3626;2586;1216;1370
3528;40333486;3627;2679;1099;1580
3529;46008614;3628;2072;850;1222
3530;46286343;3629;1971;868;1103
3531;80210120;3630;1517;668;849
3532;42896467;3631;2664;1279;1385
3533;32904933;3632;1973;869;1104
3534;32943793;3633;1516;683;833
3535;35278899;3634;2060;989;1071
3536;32796363;3635;2024;810;1214
3537;40271678;3636;1972;1006;966
3538;32986628;3637;2758;1269;1489
3539;9476167;3638;2605;1225;1380
3540;41092778;3639;1766;795;971
3541;32962083;3640;601;301;300
3542;44225272;3641;1282;641;641
3543;32910648;3642;962;472;490
3544;32886290;3643;1193;525;668
3545;32972562;3644;1047;461;586
3546;969299;3645;1313;618;695
3547;40600577;3646;1386;610;776
3548;32895753;3647;955;411;544
3549;32951973;3648;667;314;353
3550;41873511;3649;796;398;398
3551;40255443;3650;703;352;351
3552;32958690;3651;687;330;357
3553;32856235;3652;933;467;466
3554;40701771;3653;706;276;430
3555;32909516;3654;770;370;400
3556;93116432;3655;1103;453;650
3557;43023338;3656;1455;728;727
3558;32862573;3657;943;434;509
3559;33265487;3658;735;309;426
3560;32927610;3659;936;412;524
3561;32739823;3660;1429;686;743
3562;43740898;3661;1497;704;793
3563;32841386;3662;734;316;418
3564;32805655;3663;1051;410;641
3565;32760201;3664;748;292;456
3566;32842753;3665;896;350;546
3567;41343129;3666;524;252;272
3568;32866291;3667;873;420;453
3569;32848396;3668;646;298;348
3570;32760495;3669;1426;656;770
3571;32762537;3670;747;307;440
3572;32941405;3671;1466;572;894
3573;32923418;3672;1255;590;665
3574;32938994;3673;777;389;388
3575;32790541;3674;914;457;457
3576;40233237;3675;732;301;431
3577;32740743;3676;1048;430;618
3578;32923344;3677;1146;482;664
3579;40081656;3678;1386;583;803
3580;32814431;3679;1316;566;750
3581;9270584;3680;1064;426;638
3582;80206359;3681;937;403;534
3583;40791604;3682;1248;624;624
3584;32120899;3683;1427;700;727
3585;32123343;3684;1068;534;534
3586;32120540;3685;638;275;363
3587;32118511;3686;1426;557;869
3588;80209350;3687;808;316;492
3589;32116484;3688;1485;654;831
3590;15757070;3689;930;428;502
3591;80249448;3690;965;464;501
3592;40547111;3691;664;259;405
3593;8690986;3692;891;437;454
3594;42859774;3693;526;211;315
3595;32125763;3694;1375;550;825
3596;32108055;3695;520;234;286
3597;32120076;3696;534;251;283
3598;32137418;3697;978;411;567
3599;41810973;3698;1003;502;501
3600;32125436;3699;951;409;542
3601;32124580;3700;1039;478;561
3602;15848357;3701;535;273;262
3603;31616637;3702;1006;463;543
3604;43093369;3703;1288;529;759
3605;32125633;3704;746;359;387
3606;32136075;3705;952;448;504
3607;32124981;3706;785;322;463
3608;32137241;3707;1234;568;666
3609;32125444;3708;729;314;415
3610;32121608;3709;1026;483;543
3611;32120307;3710;925;370;555
3612;32123727;3711;949;437;512
3613;32134926;3712;805;371;434
3614;41359703;3713;1032;506;526
3615;44959915;3714;1185;534;651
3616;31770142;3715;1115;525;590
3617;32119041;3716;747;352;395
3618;32123934;3717;1354;529;825
3619;32117213;3718;1335;548;787
3620;7520873;3719;1182;509;673
3621;32124765;3720;829;415;414
3622;32135337;3721;983;443;540
3623;32117206;3722;832;350;482
3624;47320016;3723;1282;577;705
3625;3885745;3724;1399;686;713
3626;6005984;3725;1101;529;572
3627;32121246;3726;820;369;451
3628;42413023;3727;1065;490;575
3629;76367259;3728;599;246;353
3630;32122949;3729;826;356;470
3631;32125189;3730;858;344;514
3632;44754537;3731;1008;434;574
3633;32135564;3732;768;315;453
3634;42975868;3733;534;267;267
3635;41436193;3734;1250;625;625
3636;73632545;3735;1480;755;725
3637;41174915;3736;1421;612;809
3638;33262178;3737;854;376;478
3639;44963816;3738;968;417;551
3640;32137477;3739;879;396;483
3641;32137258;3740;1073;419;654
3642;46827964;3741;1339;549;790
3643;25778385;3742;863;363;500
3644;25627330;3743;1458;584;874
3645;40035503;3744;553;233;320
3646;32124899;3745;678;346;332
3647;32865576;3746;1088;555;533
3648;32868198;3747;1400;644;756
3649;32969279;3748;839;328;511
3650;32859505;3749;753;362;391
3651;40074336;3750;631;310;321
3652;32809129;3751;509;245;264
3653;33259937;3752;921;360;561
3654;32833370;3753;912;356;556
3655;18162299;3754;1121;460;661
3656;32904968;3755;1234;617;617
3657;32782250;3756;1287;567;720
3658;88989600;3757;1019;408;611
3659;32939405;3758;1391;626;765
3660;32737388;3759;1470;588;882
3661;32732357;3760;535;236;299
3662;43412701;3761;1500;615;885
3663;41281226;3762;584;263;321
3664;32819854;3763;1323;543;780
3665;32919245;3764;1491;716;775
3666;32975189;3765;1222;538;684
3667;32854948;3766;1361;681;680
3668;32867621;3767;663;279;384
3669;32784485;3768;599;246;353
3670;32836156;3769;1238;619;619
3671;32933722;3770;1099;561;538
3672;32919837;3771;1096;472;624
3673;32836391;3772;1097;516;581
3674;32976943;3773;1196;610;586
3675;40797832;3774;559;280;279
3676;32138968;3775;1392;599;793
3677;32973404;3776;1377;689;688
3678;42018112;3777;747;352;395
3679;44828885;3778;1135;500;635
3680;41561427;3779;797;399;398
3681;32904176;3780;954;468;486
3682;43558154;3781;954;411;543
3683;19696866;3782;1324;570;754
3684;80493779;3783;1117;537;580
3685;46495765;3784;1287;528;759
3686;81582873;3785;1188;488;700
3687;43314627;3786;505;238;267
3688;32991407;3787;564;237;327
3689;32809171;3788;686;350;336
3690;32936464;3789;1356;597;759
3691;44863858;3790;528;217;311
3692;45111433;3791;1173;481;692
3693;45066275;3792;1269;597;672
3694;46613687;3793;1487;729;758
3695;18214196;3794;1348;580;768
3696;32859716;3795;1495;763;732
3697;42995483;3796;1394;697;697
3698;32898090;3797;1419;724;695
3699;32891436;3798;930;465;465
3700;32947558;3799;993;447;546
3701;40250905;3800;1396;559;837
3702;80620846;3801;1332;547;785
3703;43987373;3802;1093;481;612
3704;32890810;3803;1216;596;620
3705;32902729;3804;795;374;421
3706;981662;3805;1350;648;702
3707;40179193;3806;1197;563;634
3708;32895851;3807;1219;561;658
3709;32946283;3808;1382;691;691
3710;32984229;3809;1241;609;632
3711;42817988;3810;541;233;308
3712;32898246;3811;977;411;566
3713;41310832;3812;666;320;346
3714;41286392;3813;1491;686;805
3715;3615119;3814;1461;702;759
3716;43052627;3815;1338;656;682
3717;32139203;3816;1247;562;685
3718;32896702;3817;984;463;521
3719;43457736;3818;1450;595;855
3720;32890877;3819;922;369;553
3721;80260142;3820;1447;724;723
3722;32890496;3821;1279;550;729
3723;18119869;3822;688;289;399
3724;43857959;3823;1109;500;609
3725;32903047;3824;1062;510;552
3726;32139332;3825;915;366;549
3727;32966168;3826;1223;539;684
3728;32814204;3827;588;271;317
3729;43809183;3828;626;295;331
3730;43826817;3829;652;261;391
3731;32891488;3830;671;329;342
3732;80275161;3831;504;237;267
3733;32902295;3832;767;300;467
3734;32893893;3833;1043;439;604
3735;46506414;3834;1239;521;718
3736;43844670;3835;1017;468;549
3737;32872821;3836;1263;619;644
3738;32984311;3837;839;420;419
3739;32893509;3838;976;420;556
3740;32889442;3839;1025;431;594
3741;42181103;3840;888;418;470
3742;47066598;3841;750;330;420
3743;43458453;3842;964;425;539
3744;32893978;3843;1314;631;683
3745;45768637;3844;1195;502;693
3746;32946400;3845;871;375;496
3747;70131021;3846;720;339;381
3748;43089000;3847;1061;414;647
3749;70131020;3848;1012;436;576
3750;70127222;3849;1449;725;724
3751;70130470;3850;536;242;294
3752;70152825;3851;843;329;514
3753;32900816;3852;1325;663;662
3754;32946178;3853;519;208;311
3755;32992638;3854;945;378;567
3756;32902589;3855;1297;597;700
3757;31676676;3856;582;251;331
3758;32972002;3857;1493;613;880
3759;32946158;3858;1183;545;638
3760;32538420;3859;1136;512;624
3761;32901514;3860;786;370;416
3762;32735951;3861;838;419;419
3763;32903671;3862;654;301;353
3764;32892422;3863;940;405;535
3765;32893519;3864;996;498;498
3766;80614080;3865;1336;522;814
3767;32892471;3866;756;333;423
3768;32528630;3867;542;255;287
3769;32874882;3868;608;244;364
3770;32893465;3869;596;233;363
3771;10034753;3870;901;370;531
3772;32981689;3871;593;297;296
3773;32893463;3872;961;433;528
3774;32938288;3873;630;322;308
3775;42242521;3874;1499;645;854
3776;43165302;3875;1250;500;750
3777;43112584;3876;1155;532;623
3778;32896762;3877;501;256;245
3779;32953406;3878;905;435;470
3780;80192721;3879;1290;568;722
3781;44597148;3880;1379;690;689
3782;32895252;3881;1164;571;593
3783;32901765;3882;765;322;443
3784;32856604;3883;623;293;330
3785;32892148;3884;541;255;286
3786;32734674;3885;1340;630;710
3787;40661251;3886;1390;668;722
3788;32894598;3887;1017;438;579
3789;32893263;3888;569;268;301
3790;32739881;3889;554;222;332
3791;32946982;3890;1142;549;593
3792;32734426;3891;1122;449;673
3793;44054792;3892;977;411;566
3794;43983607;3893;1218;524;694
3795;42887707;3894;1418;639;779
3796;32914181;3895;623;293;330
3797;32872808;3896;677;339;338
3798;70225827;3897;1282;526;756
3799;32962114;3898;988;415;573
3800;44154819;3899;535;236;299
3801;40167600;3900;1086;489;597
3802;45627556;3901;591;272;319
3803;47285910;3902;680;279;401
3804;41872928;3903;1104;508;596
3805;70267944;3904;621;268;353
3806;44383785;3905;642;257;385
3807;32900439;3906;711;313;398
3808;40349645;3907;1089;501;588
3809;70012578;3908;1027;473;554
3810;76673985;3909;641;250;391
3811;32858971;3910;629;265;364
3812;32893345;3911;1072;526;546
3813;41053284;3912;1303;652;651
3814;70308004;3913;1239;583;656
3815;70262132;3914;1021;429;592
3816;70288536;3915;830;391;439
3817;45863448;3916;891;348;543
3818;70225849;3917;595;250;345
3819;32911244;3918;1266;507;759
3820;70264891;3919;872;384;488
3821;43515530;3920;771;324;447
3822;41839436;3921;1258;579;679
3823;76573652;3922;1155;474;681
3824;32947068;3923;1449;566;883
3825;32896265;3924;642;264;378
3826;40352069;3925;952;448;504
3827;44507658;3926;597;269;328
3828;32872917;3927;1082;498;584
3829;32901444;3928;714;286;428
3830;32812856;3929;599;252;347
3831;42133025;3930;1066;480;586
3832;41786746;3931;1270;610;660
3833;32792875;3932;687;282;405
3834;32910968;3933;820;386;434
3835;32942150;3934;992;427;565
3836;32897977;3935;880;423;457
3837;42332836;3936;1361;681;680
3838;80275265;3937;1407;620;787
3839;32921168;3938;1422;598;824
3840;40365142;3939;1491;597;894
3841;32899663;3940;1293;582;711
3842;32893286;3941;1037;478;559
3843;33261700;3942;1156;451;705
3844;44627622;3943;1231;604;627
3845;32919097;3944;1184;521;663
3846;32857132;3945;1031;444;587
3847;32895895;3946;1074;419;655
3848;32953593;3947;1438;648;790
3849;32895709;3948;509;250;259
3850;32896627;3949;1144;561;583
3851;32898212;3950;507;203;304
3852;32899857;3951;762;374;388
3853;45532602;3952;702;288;414
3854;32900683;3953;694;292;402
3855;32898927;3954;578;237;341
3856;45242176;3955;730;365;365
3857;32869423;3956;716;358;358
3858;32946211;3957;1312;643;669
3859;32902001;3958;710;284;426
3860;32900519;3959;1421;612;809
3861;32896642;3960;712;364;348
3862;44022157;3961;960;423;537
3863;44596113;3962;711;299;412
3864;11149680;3963;924;398;526
3865;32829592;3964;1388;570;818
3866;40364779;3965;656;283;373
3867;32946786;3966;533;267;266
3868;45484130;3967;821;370;451
3869;80103087;3968;845;389;456
3870;32968619;3969;999;480;519
3871;70121072;3970;1375;550;825
3872;45996034;3971;686;295;391
3873;41923928;3972;1412;721;691
3874;43985164;3973;631;284;347
3875;32898308;3974;879;422;457
3876;43023160;3975;572;241;331
3877;70179372;3976;1214;547;667
3878;32893494;3977;1346;673;673
3879;70179531;3978;602;277;325
3880;45763636;3979;875;350;525
3881;42105055;3980;768;354;414
3882;42838744;3981;644;297;347
3883;42447499;3982;765;375;390
3884;43484955;3983;1212;570;642
3885;32992607;3984;1228;529;699
3886;70182654;3985;1179;566;613
3887;43282988;3986;1051;431;620
3888;70013083;3987;777;350;427
3889;79148978;3988;864;424;440
3890;40433361;3989;1275;574;701
3891;32890984;3990;1404;548;856
3892;71462566;3991;1039;478;561
3893;32916097;3992;975;390;585
3894;45059218;3993;997;469;528
3895;76857549;3994;1294;570;724
3896;32900887;3995;629;290;339
3897;46152036;3996;1401;547;854
3898;32734689;3997;611;294;317
3899;32891213;3998;1010;404;606
3900;73376587;3999;1239;632;607
3901;33811289;4000;1493;702;791
3902;32890994;4001;1050;483;567
3903;70004079;4002;1424;627;797
3904;70179530;4003;574;282;292
3905;40738804;4004;1105;564;541
3906;32900116;4005;1358;598;760
3907;32938554;4006;711;342;369
3908;32947354;4007;1433;588;845
3909;42180935;4008;706;346;360
3910;32947344;4009;575;248;327
3911;32889770;4010;1431;573;858
3912;32890981;4011;664;332;332
3913;32895664;4012;915;412;503
3914;32902291;4013;808;348;460
3915;32984310;4014;963;424;539
3916;32763905;4015;877;439;438
3917;32897215;4016;663;266;397
3918;17882873;4017;828;332;496
3919;44333936;4018;1466;616;850
3920;43240811;4019;922;452;470
3921;32984161;4020;1148;529;619
3922;32899726;4021;735;339;396
3923;32889307;4022;1114;546;568
3924;32937854;4023;1395;656;739
3925;32893802;4024;696;314;382
3926;6315085;4025;611;294;317
3927;32947086;4026;1076;463;613
3928;18189822;4027;754;347;407
3929;40163981;4028;594;256;338
3930;32902804;4029;1434;732;702
3931;41456098;4030;1240;596;644
3932;32893214;4031;685;268;417
3933;32893706;4032;955;468;487
3934;42405821;4033;1191;572;619
3935;80110697;4034;719;353;366
3936;42525340;4035;1367;561;806
3937;32947639;4036;816;360;456
3938;32891380;4037;1457;569;888
3939;42881427;4038;1437;662;775
3940;28102599;4039;1073;462;611
3941;32984077;4040;1368;671;697
3942;47285997;4041;761;305;456
3943;32921315;4042;674;324;350
3944;32899812;4043;764;306;458
3945;40539626;4044;918;404;514
3946;32918140;4045;643;316;327
3947;32911877;4046;630;278;352
3948;32980193;4047;920;396;524
3949;32794950;4048;1408;690;718
3950;32907911;4049;525;258;267
3951;57786433;4050;867;382;485
3952;88936517;4051;720;332;388
3953;10125951;4052;1404;576;828
3954;32739798;4053;1184;510;674
3955;42586940;4054;901;451;450
3956;15697137;4055;2984;1313;1671
3957;41500945;4056;1949;994;955
3958;31671047;4057;2498;975;1523
3959;40972214;4058;2864;1117;1747
3960;32866335;4059;1560;671;889
3961;32104886;4060;2824;1158;1666
3962;32105593;4061;2972;1219;1753
3963;41288819;4062;2056;967;1089
3964;32131161;4063;2827;1188;1639
3965;41789209;4064;2842;1223;1619
3966;32887159;4065;1923;962;961
3967;32106711;4066;2391;957;1434
3968;41535748;4067;2825;1272;1553
3969;32101584;4068;2939;1147;1792
3970;32105985;4069;2766;1273;1493
3971;43436766;4070;1855;872;983
3972;43059283;4071;2119;975;1144
3973;32110105;4072;2334;981;1353
3974;32111472;4073;2943;1207;1736
3975;32106802;4074;1894;796;1098
3976;32132318;4075;2828;1245;1583
3977;32952014;4076;2285;983;1302
3978;32111218;4077;2311;1179;1132
3979;41978056;4078;1568;612;956
3980;32100317;4079;2437;975;1462
3981;32105898;4080;2193;943;1250
3982;42492186;4081;2221;1133;1088
3983;32104395;4082;2518;1159;1359
3984;32130937;4083;1574;787;787
3985;80268792;4084;2812;1378;1434
3986;32104962;4085;2317;1043;1274
3987;8053582;4086;1532;659;873
3988;21417345;4087;2116;1037;1079
3989;7637670;4088;2745;1263;1482
3990;41128685;4089;2744;1400;1344
3991;71051877;4090;1861;801;1060
3992;47800217;4091;1914;804;1110
3993;43219805;4092;2765;1272;1493
3994;32108022;4093;1886;849;1037
3995;48237236;4094;2266;1043;1223
3996;39414561;4095;2621;1049;1572
3997;71739643;4096;2974;1398;1576
3998;9398685;4097;2725;1390;1335
3999;32139190;4098;2999;1500;1499
4000;32954833;4099;2910;1310;1600
4001;32957151;4100;1607;820;787
4002;32977480;4101;1753;807;946
4003;19424482;4102;2354;1201;1153
4004;44798498;4103;2487;1145;1342
4005;44154856;4104;2095;859;1236
4006;40612351;4105;2216;865;1351
4007;32978169;4106;2228;1003;1225
4008;32959505;4107;1788;877;911
4009;32832085;4108;2180;916;1264
4010;32955125;4109;2649;1325;1324
4011;32926035;4110;2189;1073;1116
4012;32861996;4111;2305;992;1313
4013;45323886;4112;2226;1113;1113
4014;3681623;4113;2522;1110;1412
4015;32992457;4114;2287;938;1349
4016;43026601;4115;2977;1400;1577
4017;32980000;4116;2777;1111;1666
4018;33263602;4117;2612;1254;1358
4019;32884842;4118;1526;748;778
4020;18054147;4119;2567;1181;1386
4021;32952561;4120;2265;974;1291
4022;32814715;4121;2540;1296;1244
4023;43180179;4122;2229;1026;1203
4024;32955083;4123;1823;821;1002
4025;32260008;4124;2740;1151;1589
4026;32849418;4125;2321;1022;1299
4027;32982808;4126;2174;1087;1087
4028;44427464;4127;2619;1100;1519
4029;32732200;4128;1851;796;1055
4030;32847968;4129;1952;879;1073
4031;32897988;4130;2345;1150;1195
4032;45866219;4131;2047;860;1187
4033;41849123;4132;2064;888;1176
4034;32928141;4133;2721;1143;1578
4035;32983013;4134;2593;1167;1426
4036;40094908;4135;1556;778;778
4037;32856864;4136;1562;703;859
4038;80560655;4137;2174;1066;1108
4039;92445897;4138;2459;1009;1450
4040;46047799;4139;2285;1143;1142
4041;32542838;4140;2516;1007;1509
4042;45094894;4141;1742;889;853
4043;32940387;4142;1088;534;554
4044;53396280;4143;1077;496;581
4045;32791952;4144;1011;455;556
4046;32541601;4145;852;392;460
4047;32898572;4146;773;325;448
4048;32941994;4147;980;471;509
4049;33265389;4148;892;375;517
